BookingID,BookingDate,CustomerID,CustomerName,Gender,Age,MobileNo,EmailID,City,Country,FlightID,FlightName,FlightNumber,SourceCity,SourceAirport,DestinationCity,DestinationAirport,FlightDate,DepartureTime,ArrivalTime,SeatClass,SeatNumber,PNRNumber,TicketPrice,TaxAmount,TotalAmount,PaymentMode,PaymentStatus,BookingStatus
2854,2025-09-06,Cust002854,Manbir Chandran,Female,42.0,999,Jdevan@Example.Net,Dehri,Thailand,Fl002854,Spicejet,Ai9488,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Delhi,Indira Gandhi International Airport,2025-12-29,23:45,01:45,Premium Economy,16C,Pnr7294517,34164,1708.2,35872.2,Debit Card,Paid,Waiting
4351,2026-05-06,Cust004351,,Female,53.0,8574941008.0,Unnibhatia@Example.Org,Ahmedabad,Uae,Fl004351,Spice Jet,Sg5328,Jaipur,Jaipur International Airport,Chennai,Chennai International Airport,2026-07-11,08:30,17:30,Economy,7D,Pnr7952507,12653,632.65,13285.65,Net Banking,Refunded,Waiting
3627,2025-08-10,Cust003627,Suhani Subramaniam,Male,47.77896725440806,8092622812.0,Boragabriel@Example.Org,Singrauli,Uk,Fl003627,Spicejet,Qp1006,Chennai,Chennai International Airport,Goa,Manohar International Airport,2025-08-21,09:15,16:15,Premium Economy,26E,Pnr9525488,49786,2489.3,52275.3,Upi,Pending,Confirmed
2452,2025-07-15,Cust002452,Aishani Raman,Female,39.0,5958976887.0,,Patiala,Uae,Fl002452,Spicejet,Qp2431,London,Heathrow Airport,,Singapore Changi Airport,2025-10-02,22:45,08:45,First Class,39B,Pnr6877833,66445,3322.25,69767.25,Credit Card,Paid,Confirmed
1123,2025-11-01,Cust001123,Vamakshi Dugar,Female,47.77896725440806,5115068676.0,Reddyyochana@Example.Net,Alwar,Thailand,Fl001123,Indigo,Qp242,Kolkata,Netaji Subhas Chandra Bose International Airport,Doha,Hamad International Airport,2026-01-05,03:45,12:45,First Class,16C,Pnr6037867,62803,3140.15,65943.15,Upi,Pending,Confirmed
2366,2025-08-19,Cust002366,Chandresh Dutta,Male,47.77896725440806,5651850685.0,Hemanidada@Example.Net,Hubli–Dharwad,Thailand,Fl002366,Air India,Qp9977,London,Heathrow Airport,Delhi,Indira Gandhi International Airport,2025-10-17,10:00,16:00,First Class,21D,Pnr7202130,23002,1150.1,24152.1,Net Banking,Paid,Cancelled
782,2026-03-06,Cust000782,,Male,28.0,5355544653.0,Ghoshhiral@Example.Com,Pali,Thailand,Fl000782,Etihad Airways,Ai8145,Jaipur,Jaipur International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-04-28,11:30,14:30,,23E,Pnr8154933,8902,445.1,9347.1,Net Banking,Pending,Waiting
346,2025-11-24,Cust000346,,Female,47.77896725440806,2332843636.0,Netrasengupta@Example.Net,Satna,Uae,Fl000346,Etihad Airways,Ai1548,Bangkok,Suvarnabhumi Airport,London,Heathrow Airport,2026-03-22,06:45,12:45,Economy,24E,Pnr9118090,17650,882.5,18532.5,Net Banking,Pending,Waiting
3638,2025-08-22,Cust003638,Chanakya Sankaran,Male,28.0,6129949898.0,Pradhandayamai@Example.Net,Nagaon,India,Fl003638,Emirates,Uk3665,Bangkok,Suvarnabhumi Airport,Doha,Hamad International Airport,2025-11-18,15:00,16:00,Premium Economy,10D,Pnr1089825,4686,234.3,4920.3,Debit Card,Paid,Waiting
2750,2026-05-11,Cust002750,,Female,30.0,9962248351.0,Champak39@Example.Net,Bulandshahr,Uae,Fl002750,British Airways,Sg749,Dubai,Dubai International Airport,Doha,Hamad International Airport,2026-05-11,03:45,04:45,Economy,19D,Pnr5791242,58304,2915.2,61219.2,Debit Card,Refunded,Cancelled
4982,2025-09-27,Cust004982,Pranit Sha,Female,73.0,3185556738.0,Sankarannitara@Example.Org,Mirzapur,Thailand,Fl004982,Emirates,Qr2666,Jaipur,Jaipur International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2025-11-12,01:45,06:45,First Class,2C,Pnr2946383,8045,402.25,8447.25,Net Banking,Pending,Cancelled
4509,2025-08-13,Cust004509,Raagini Bhattacharyya,Male,39.0,3916742517.0,Itaneja@Example.Org,Barasat,Uk,Fl004509,Singapore Airlines,Uk3078,Chennai,Chennai International Airport,Dubai,Dubai International Airport,2025-10-26,07:30,14:30,First Class,49B,Pnr1608403,69783,3489.15,73272.15,Net Banking,Pending,Confirmed
55,2025-10-20,Cust000055,,Female,35.0,,Qsood@Example.Com,Moradabad,Thailand,Fl000055,Lufthansa,Ai1795,Singapore,Singapore Changi Airport,Jaipur,Jaipur International Airport,2025-12-04,11:00,15:00,Economy,42F,Pnr6817567,49477,2473.85,51950.85,Debit Card,Pending,Cancelled
317,2026-05-09,Cust000317,,Female,53.0,7187846166.0,,Ahmednagar,Uk,Fl000317,Air India,6E5263,Hyderabad,Rajiv Gandhi International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-06-12,23:30,02:30,Economy,41A,Pnr9757413,2880,144.0,3024.0,Credit Card,Refunded,Confirmed
2508,2025-11-20,Cust002508,,Male,23.0,728016869.0,Ekta89@Example.Org,,Singapore,Fl002508,Spicejet,Qp2448,Pune,Pune International Airport,Delhi,Indira Gandhi International Airport,2025-12-18,02:45,06:45,Business,34A,Pnr3080924,40558,2027.9,42585.9,Upi,Pending,Cancelled
4362,2026-02-04,Cust004362,Bhanumati Mohan,Female,47.77896725440806,3135121961.0,Nakulkari@Example.Org,Ranchi,Thailand,Fl004362,Qatar Airways,Qp966,Doha,Hamad International Airport,Pune,Pune International Airport,2026-05-09,18:45,04:45,Premium Economy,34C,Pnr4548096,66876,3343.8,70219.8,Credit Card,Paid,Waiting
4383,2026-03-09,Cust004383,Chanchal Walia,Female,32.0,4660149401.0,Dharjatin@Example.Com,Sultan Pur Majra,Uae,Fl004383,Indigo,Ek4606,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Singapore,Singapore Changi Airport,2026-03-20,05:15,15:15,Business,32C,Pnr4053787,51021,2551.05,53572.05,Debit Card,Refunded,Cancelled
4744,2025-11-15,Cust004744,Oni Bhatti,Female,31.0,6419473763.0,Zlal@Example.Com,Gandhinagar,Uae,Fl004744,Qatar Airways,Ai7850,Pune,Pune International Airport,Chennai,Chennai International Airport,2025-12-24,02:00,07:00,Economy,45A,Pnr6940587,61421,3071.05,64492.05,Debit Card,Pending,Waiting
1281,2025-09-02,Cust001281,,Female,70.0,6900916085.0,Sahotaqabil@Example.Org,Arrah,Uk,Fl001281,Qatar Airways,Uk2721,Kolkata,Netaji Subhas Chandra Bose International Airport,Delhi,Indira Gandhi International Airport,2025-09-30,05:15,06:15,,32D,Pnr3533451,19442,972.1,20414.1,Net Banking,Refunded,Cancelled
660,2025-10-28,Cust000660,,Female,57.0,5208566091.0,Advikshukla@Example.Com,Jehanabad,Thailand,Fl000660,Etihad Airways,Sg5818,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-01-17,05:00,06:00,Business,20F,Pnr4732208,38764,1938.2,40702.2,Debit Card,Refunded,
3450,2026-01-18,Cust003450,Manya Choudhry,Female,47.77896725440806,2649719656.0,Oviya07@Example.Net,Phusro,Thailand,Fl003450,Thai Airways,Qp6018,Kolkata,Netaji Subhas Chandra Bose International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-01-29,10:45,19:45,First Class,15A,Pnr8673255,57437,2871.85,60308.85,Credit Card,Refunded,Waiting
4054,2026-05-24,Cust004054,Gaurang Sahota,Female,39.0,4938308008.0,Abcgmail.Com,Noida,Uae,Fl004054,Spicejet,Ai7451,,Kempegowda International Airport,Dubai,Dubai International Airport,2026-06-25,04:00,12:00,First Class,6D,Pnr8005506,65462,3273.1,68735.1,Debit Card,Pending,Waiting
3876,2025-12-29,Cust003876,Ridhi Srinivasan,Female,34.0,4972906077.0,Qbehl@Example.Net,Jaunpur,Uk,Fl003876,British Airways,6E6289,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-03-24,23:00,09:00,Economy,49F,Pnr1892900,13866,693.3,14559.3,Net Banking,Paid,Cancelled
3378,2026-04-14,Cust003378,,Female,29.0,,Gsekhon@Example.Net,Secunderabad,Singapore,Fl003378,Singapore Airlines,6E7431,Chennai,Chennai International Airport,Bangkok,Suvarnabhumi Airport,2026-07-17,09:30,10:30,Premium Economy,23E,,11728,586.4,12314.4,Credit Card,Pending,Confirmed
3815,2026-02-13,Cust003815,Sanya Gulati,Male,47.77896725440806,,Vasakrishna@Example.Com,Ambattur,Singapore,Fl003815,Indigo,Uk8390,Bengaluru,Kempegowda International Airport,Dubai,Dubai International Airport,2026-04-19,03:15,05:15,Business,43B,Pnr7876962,29324,1466.2,30790.2,Net Banking,Pending,Waiting
570,2025-11-01,Cust000570,,Female,39.0,631833264.0,Lwason@Example.Net,Amritsar,Uae,Fl000570,Spicejet,Qr1035,Hyderabad,Rajiv Gandhi International Airport,,Hamad International Airport,2025-12-16,01:45,09:45,First Class,14D,Pnr2830542,62151,3107.55,65258.55,Upi,Pending,Waiting
1282,2025-08-02,Cust001282,Ishita Bahl,Male,43.0,9022652558.0,Mprabhakar@Example.Org,Muzaffarpur,Thailand,Fl001282,Singapore Airlines,Ai223,Kolkata,Netaji Subhas Chandra Bose International Airport,Jaipur,Jaipur International Airport,2025-08-25,08:00,13:00,First Class,43D,Pnr6354654,56432,2821.6,59253.6,Net Banking,Pending,Cancelled
255,2025-09-07,Cust000255,Kalpit Khare,Female,47.77896725440806,5005369410.0,Dayitaprabhu@Example.Net,Tiruppur,India,Fl000255,Emirates,6E9181,Delhi,Indira Gandhi International Airport,Bengaluru,Kempegowda International Airport,2025-09-16,11:15,20:15,Economy,42C,Pnr2845018,61511,3075.55,64586.55,Net Banking,Pending,Waiting
3347,2026-01-09,Cust003347,Tejas Sur,Male,47.77896725440806,5738210020.0,Badamilekha@Example.Org,Ozhukarai,Thailand,Fl003347,Emirates,Qr4189,Bengaluru,Kempegowda International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-02-14,23:30,09:30,First Class,1D,Pnr6016408,63278,3163.9,66441.9,Credit Card,Pending,Waiting
2361,2025-09-04,Cust002361,Bhavya Ganguly,Female,64.0,,Ekantika77@Example.Com,Shivpuri,Uae,Fl002361,Akasa Air,Uk7518,Dubai,Dubai International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2025-12-15,20:45,04:45,Economy,7B,Pnr9782047,30909,1545.45,32454.45,Upi,Refunded,Confirmed
4889,2026-02-03,Cust004889,Jagvi Bhalla,Female,19.0,,Pverma@Example.Org,Patiala,India,Fl004889,Singapore Airlines,6E5101,Bengaluru,Kempegowda International Airport,,Rajiv Gandhi International Airport,2026-04-28,16:00,20:00,Premium Economy,30E,,27735,1386.75,29121.75,Credit Card,Pending,Waiting
3771,2025-07-08,Cust003771,Rajata Hegde,Male,58.0,8632401011.0,,Mysore,Uae,Fl003771,Emirates,Sg9455,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Doha,Hamad International Airport,2025-10-30,18:45,21:45,First Class,41C,Pnr9558494,36179,1808.95,37987.95,Net Banking,Paid,Waiting
4713,2026-06-15,Cust004713,Advik Hari,Female,71.0,,Gayathri72@Example.Net,Erode,Uae,Fl004713,Singapore Airlines,Qp6875,,Singapore Changi Airport,Goa,Manohar International Airport,2026-07-08,14:15,18:15,Premium Economy,35E,Pnr2703825,73183,3659.15,76842.15,Credit Card,Refunded,Cancelled
2170,2025-12-22,Cust002170,Aarav Manne,Male,36.0,1025003140.0,Subramaniamoscar@Example.Org,Panchkula,Uk,Fl002170,Akasa Air,6E367,Bengaluru,Kempegowda International Airport,Bangkok,Suvarnabhumi Airport,2026-01-30,21:30,22:30,Business,15C,Pnr4875223,68533,3426.65,71959.65,Upi,Pending,Waiting
2909,2025-12-23,Cust002909,Sneha Chana,Male,73.0,2533234885.0,Glal@Example.Net,Warangal,Thailand,Fl002909,Spicejet,Sg1363,Goa,Manohar International Airport,Bangkok,Suvarnabhumi Airport,2026-01-11,12:45,20:45,Business,1B,Pnr9195093,31914,1595.7,33509.7,Credit Card,Refunded,Confirmed
3943,2026-01-09,Cust003943,Chaman Banik,Male,53.0,1436171931.0,Zbhatia@Example.Net,Singrauli,Uae,Fl003943,Vistara123,Qr7071,Hyderabad,Rajiv Gandhi International Airport,Goa,Manohar International Airport,2026-01-09,01:30,05:30,Economy,26A,Pnr3506329,49553,2477.65,52030.65,Net Banking,Paid,Confirmed
2438,2025-11-18,Cust002438,Samuel Mittal,Female,27.0,7393968358.0,Golayahvi@Example.Net,Pune,Thailand,Fl002438,Air India,Ek5550,Ahmedabad,Sardar Vallabhbhai Patel International Airport,Chennai,Chennai International Airport,2025-12-22,16:30,18:30,First Class,40F,Pnr2684084,11521,576.05,12097.05,Net Banking,Pending,Confirmed
819,2026-01-17,Cust000819,,Female,62.0,3029801485.0,Bhavikaraj@Example.Net,Jamnagar,Singapore,Fl000819,Indigo,Qr5785,Goa,Manohar International Airport,Bangkok,Suvarnabhumi Airport,2026-03-30,03:45,04:45,Business,44D,Pnr8024759,27993,1399.65,29392.65,Upi,Pending,Confirmed
4006,2026-01-12,Cust004006,Pooja Bhatt,Female,46.0,4732010433.0,Wardabhatti@Example.Org,Ongole,Thailand,Fl004006,Akasa Air,Ek8827,Pune,Pune International Airport,Doha,Hamad International Airport,2026-03-27,13:15,18:15,Premium Economy,36B,Pnr2839094,18044,902.2,18946.2,Upi,Refunded,Confirmed
421,2025-12-30,Cust000421,Farhan Madan,Female,47.77896725440806,,Bshroff@Example.Com,Salem,Singapore,Fl000421,Air India,6E475,Dubai,Dubai International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-04-22,16:30,02:30,First Class,14E,Pnr9756118,17141,857.05,17998.05,Debit Card,Paid,Waiting
3256,2026-04-09,Cust003256,,Female,46.0,4348034097.0,,Surendranagar Dudhrej,Thailand,Fl003256,Spicejet,Uk4079,Mumbai,Chhatrapati Shivaji Maharaj International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-08-01,09:15,17:15,Business,41D,,73030,3651.5,76681.5,Credit Card,Pending,Confirmed
373,2026-06-05,Cust000373,,Male,49.0,4354332329.0,,Rourkela,India,Fl000373,Indigo,Ek9670,Jaipur,Jaipur International Airport,Hyderabad,Rajiv Gandhi International Airport,2026-08-30,09:45,14:45,,47C,Pnr3096596,54444,2722.2,57166.2,Debit Card,Paid,Cancelled
1234,2026-02-05,Cust001234,,Female,64.0,,Finn98@Example.Org,Burhanpur,Uk,Fl001234,Etihad Airways,Ek7951,,Kempegowda International Airport,Doha,Hamad International Airport,2026-02-15,15:30,01:30,First Class,21C,Pnr6470703,27822,1391.1,29213.1,Net Banking,Pending,Confirmed
1090,2025-07-12,Cust001090,,Female,19.0,9077476167.0,Lshah@Example.Com,Guwahati,Singapore,Fl001090,Etihad Airways,Uk3234,Bengaluru,Kempegowda International Airport,Singapore,Singapore Changi Airport,2025-07-17,10:15,12:15,Premium Economy,43C,Pnr1804180,23946,1197.3,25143.3,Credit Card,Refunded,Confirmed
4140,2025-12-03,Cust004140,,Male,25.0,2241269401.0,Ykrishnamurthy@Example.Org,Panchkula,Singapore,Fl004140,British Airways,Ai6412,Pune,Pune International Airport,Jaipur,Jaipur International Airport,2026-01-11,16:15,01:15,First Class,30C,Pnr5165592,44133,2206.65,46339.65,Upi,Paid,Cancelled
3846,2026-06-15,Cust003846,Pallavi Tella,Female,47.77896725440806,4353246051.0,Qsengupta@Example.Org,Phagwara,Uk,Fl003846,Thai Airways,Qr5508,London,Heathrow Airport,Chennai,Chennai International Airport,2026-08-14,00:45,03:45,Business,3C,Pnr2223781,48987,2449.35,51436.35,Upi,Paid,Waiting
1852,2025-07-16,Cust001852,Nathaniel Narang,Female,37.0,1321272756.0,Subramanianradha@Example.Org,Mirzapur,Uk,Fl001852,Emirates,Sg198,London,Heathrow Airport,Hyderabad,Rajiv Gandhi International Airport,2025-07-29,13:30,19:30,First Class,25C,Pnr6346063,-23228,2205.5,46315.5,Net Banking,Pending,Waiting
379,2026-06-12,Cust000379,,Male,43.0,8514647575.0,Rachana95@Example.Com,Farrukhabad,India,Fl000379,Akasa Air,Ai5235,Dubai,Dubai International Airport,Bengaluru,Kempegowda International Airport,2026-08-23,04:00,11:00,Premium Economy,14F,Pnr9833652,4672,233.6,4905.6,Net Banking,Paid,Waiting
4429,2025-11-24,Cust004429,Yachana Aggarwal,Male,57.0,5866879927.0,Gourbhavini@Example.Net,Rewa,Thailand,Fl004429,British Airways,Qr4534,Goa,Manohar International Airport,Pune,Pune International Airport,2026-02-24,06:00,11:00,Premium Economy,22F,Pnr7473231,65192,3259.6,68451.6,Credit Card,Refunded,Cancelled
731,2025-08-28,Cust000731,Qadim Muni,Female,60.0,1119177303.0,Wazirkrishna@Example.Com,Sultan Pur Majra,Singapore,Fl000731,Thai Airways,Ai1228,Goa,Manohar International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2025-08-28,19:30,01:30,First Class,29E,Pnr7811604,70978,3548.9,74526.9,Upi,Paid,Cancelled
1138,2026-04-16,Cust001138,,Male,46.0,1373740454.0,Thakurmeghana@Example.Com,Shahjahanpur,Uae,Fl001138,Lufthansa,Ai7694,Singapore,Singapore Changi Airport,Pune,Pune International Airport,2026-07-03,16:30,18:30,First Class,3B,Pnr7738660,18850,942.5,19792.5,Debit Card,Refunded,Cancelled
407,2025-08-28,Cust000407,Kiaan Goda,Female,27.0,7939606577.0,Khatrisudiksha@Example.Org,Parbhani,Uk,Fl000407,Thai Airways,Sg1674,Dubai,Dubai International Airport,Doha,Hamad International Airport,2025-12-08,20:15,02:15,Premium Economy,28D,,23882,1194.1,25076.1,Upi,Refunded,Cancelled
1708,2026-04-22,Cust001708,Michael Butala,Male,69.0,6166753924.0,Hayerturvi@Example.Com,Serampore,Singapore,Fl001708,Lufthansa,Sg2602,Jaipur,Jaipur International Airport,Delhi,Indira Gandhi International Airport,2026-07-17,23:45,08:45,First Class,37D,Pnr2729927,36897,1844.85,38741.85,Credit Card,Paid,Cancelled
4614,2025-06-24,Cust004614,,Female,47.77896725440806,6311083846.0,Bhattiradha@Example.Org,Tenali,Singapore,Fl004614,British Airways,Sg2498,Chennai,Chennai International Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2025-10-06,13:00,14:00,Economy,44B,,39706,1985.3,41691.3,Debit Card,Pending,Waiting
3700,2025-12-12,Cust003700,,Female,73.0,0000000000,Veerpatla@Example.Org,Kakinada,Uk,Fl003700,Indigo,Qp7080,Jaipur,Jaipur International Airport,London,Heathrow Airport,2026-02-11,17:45,22:45,Premium Economy,36E,Pnr4235128,30264,1513.2,31777.2,Debit Card,Pending,Waiting
604,2026-01-19,Cust000604,Balvan Malhotra,Male,54.0,8349021860.0,Aarnav19@Example.Net,Ahmednagar,Uae,Fl000604,Thai Airways,Sg4028,Bengaluru,Kempegowda International Airport,Chennai,Chennai International Airport,2026-05-12,11:45,15:45,Premium Economy,40A,,33951,1697.55,35648.55,Debit Card,Refunded,Confirmed
2713,2025-11-12,Cust002713,Zayyan Nagarajan,Female,31.0,8110589839.0,Dinwarda@Example.Com,Amritsar,Singapore,Fl002713,Akasa Air,Sg1607,Delhi,Indira Gandhi International Airport,Ahmedabad,Sardar Vallabhbhai Patel International Airport,2026-01-16,04:45,14:45,Economy,38B,,44202,2210.1,46412.1,Upi,Refunded,Confirmed
3181,2026-04-13,Cust003181,,Male,51.0,740990216.0,,Karaikudi,Uk,Fl003181,Thai Airways,6E6422,Hyderabad,Rajiv Gandhi International Airport,Mumbai,Chhatrapati Shivaji Maharaj International Airport,2026-07-12,10:15,13:15,Business,30A,Pnr6473332,71700,3585.0,75285.0,Upi,Refunded,Cancelled
2825,2025-12-27,Cust002825,Upasna Tata,Female,63.0,185935053.0,,Rajpur Sonarpur,Uae,Fl002825,Vistara,Uk4798,London,Heathrow Airport,Bengaluru,Kempegowda International Airport,2026-03-10,03:30,10:30,Premium Economy,21E,Pnr3213619,16268,813.4,17081.4,Credit Card,Paid,Waiting
3237,2026-03-15,Cust003237,Avi Narayanan,Female,73.0,1967079030.0,Ykeer@Example.Org,Tiruchirappalli,Thailand,Fl003237,Lufthansa,6E4410,Dubai,Dubai International Airport,Jaipur,Jaipur International Airport,2026-06-17,20:00,01:00,Business,3E,Pnr4320645,47696,2384.8,50080.8,Upi,Refunded,Cancelled
1462,2026-06-09,Cust001462,,Female,25.0,2034662345.0,Lwalla@Example.Org,Saharanpur,Thailand,Fl001462,Indigo,Qp9206,London,Heathrow Airport,Kolkata,Netaji Subhas Chandra Bose International Airport,2026-06-22,22:30,08:30,Premium Economy,31E,Pnr3285498,68846,3442.3,72288.3,Upi,Pending,Cancelled
4482,2026-03-06,Cust004482,Indali Sridhar,Female,57.0,1531321429.0,Darikamunshi@Example.Org,Meerut,Uk,Fl004482,Singapore Airlines,Qp2894,,Manohar International Airport,Chennai,Chennai International Airport,2026-03-06,16:45,01:45,Economy,43C,Pnr6085060,20303,1015.15,21318.15,Debit Card,Refunded,Confirmed
248,2026-02-19,Cust000248,,Female,48.0,990147686.0,Bandiaashi@Example.Com,Gaya,Uae,Fl000248,Spicejet,Qr3510,Bengaluru,Kempegowda International Airport,Bangkok,Suvarnabhumi Airport,2026-04-13,01:00,11:00,Business,43E,Pnr8629342,63630,3181.5,66811.5,Credit Card,Pending,Waiting
